Year,Month,Location,Type,Employment
2007,January,Vermont,Natural Resources and Mining supersector,2705.0
2007,January,Vermont,"Agriculture, forestry, fishing and hunting",2071.0
2007,January,Vermont,Mining,634.0
2007,January,Vermont,Construction supersector,15120.0
2007,January,Vermont,Manufacturing supersector,35710.0
2007,January,Vermont,Durable Goods manufacturing,25950.0
2007,January,Vermont,Non-Durable Goods manufacturing,9760.0
2007,January,Vermont,Service Providing domain,194855.0
2007,January,Vermont,"Trade, Transportation, and Utilities supersector",58977.0
2007,January,Vermont,Wholesale trade,10403.0
2007,January,Vermont,Retail trade,40003.0
2007,January,Vermont,Transportation and warehousing,6858.0
2007,January,Vermont,Utilities,1713.0
2007,January,Vermont,Information supersector,5948.0
2007,January,Vermont,Financial Activities supersector,12878.0
2007,January,Vermont,Finance and insurance,9627.0
2007,January,Vermont,Real estate and rental and leasing,3251.0
2007,January,Vermont,Professional and Business Services supersector,21207.0
2007,January,Vermont,Professional and technical services,13025.0
2007,January,Vermont,Management of companies and enterprises,293.0
2007,January,Vermont,Administrative and waste services,7889.0
2007,January,Vermont,Education and Health Services supersector,52446.0
2007,January,Vermont,Educational services,9172.0
2007,January,Vermont,Health care and social assistance,43274.0
2007,January,Vermont,Leisure and Hospitality supersector,34550.0
2007,January,Vermont,"Arts, entertainment, and recreation",3438.0
2007,January,Vermont,Accommodation and food services,31112.0
2007,January,Vermont,"Other services, except public administration supersector",8849.0
2007,January,Vermont,Unspecified industry supersector,
2007,January,Vermont,Federal Government,5972.0
2007,January,Vermont,State government,15887.0
2007,January,Vermont,Local government,31063.0
2008,January,Vermont,Total Covered -  all ownerships,302628.0
2008,January,Vermont,Private ownership,248888.0
2008,January,Vermont,Goods Producing domain,52053.0
2008,January,Vermont,Natural Resources and Mining supersector,2800.0
2008,January,Vermont,"Agriculture, forestry, fishing and hunting",2130.0
2008,January,Vermont,Mining,670.0
2008,January,Vermont,Construction supersector,14095.0
2008,January,Vermont,Manufacturing supersector,35158.0
2008,January,Vermont,Durable Goods manufacturing,25612.0
2008,January,Vermont,Non-Durable Goods manufacturing,9546.0
2008,January,Vermont,Service Providing domain,196835.0
2008,January,Vermont,"Trade, Transportation, and Utilities supersector",58880.0
2008,January,Vermont,Wholesale trade,10239.0
2008,January,Vermont,Retail trade,40112.0
2008,January,Vermont,Transportation and warehousing,6805.0
2008,January,Vermont,Utilities,1724.0
2008,January,Vermont,Information supersector,5778.0
2008,January,Vermont,Financial Activities supersector,12595.0
2008,January,Vermont,Finance and insurance,9346.0
2008,January,Vermont,Real estate and rental and leasing,3249.0
2008,January,Vermont,Professional and Business Services supersector,21754.0
2008,January,Vermont,Professional and technical services,13479.0
2008,January,Vermont,Management of companies and enterprises,253.0
2008,January,Vermont,Administrative and waste services,8022.0
2008,January,Vermont,Education and Health Services supersector,53886.0
2008,January,Vermont,Educational services,9418.0
2008,January,Vermont,Health care and social assistance,44468.0
2008,January,Vermont,Leisure and Hospitality supersector,35142.0
2008,January,Vermont,"Arts, entertainment, and recreation",3638.0
2008,January,Vermont,Accommodation and food services,31504.0
2008,January,Vermont,"Other services, except public administration supersector",8800.0
2008,January,Vermont,Unspecified industry supersector,
2008,January,Vermont,Federal Government,6047.0
2008,January,Vermont,State government,16754.0
2008,January,Vermont,Local government,30939.0
2009,January,Vermont,Total Covered -  all ownerships,294615.0
2009,January,Vermont,Private ownership,241381.0
2009,January,Vermont,Goods Producing domain,47661.0
2009,January,Vermont,Natural Resources and Mining supersector,2791.0
2009,January,Vermont,"Agriculture, forestry, fishing and hunting",2208.0
2009,January,Vermont,Mining,583.0
2009,January,Vermont,Construction supersector,12268.0
2009,January,Vermont,Manufacturing supersector,32602.0
2009,January,Vermont,Durable Goods manufacturing,23602.0
2009,January,Vermont,Non-Durable Goods manufacturing,9000.0
2009,January,Vermont,Service Providing domain,193720.0
2009,January,Vermont,"Trade, Transportation, and Utilities supersector",56274.0
2009,January,Vermont,Wholesale trade,9770.0
2009,January,Vermont,Retail trade,38343.0
2009,January,Vermont,Transportation and warehousing,6472.0
2009,January,Vermont,Utilities,1689.0
2009,January,Vermont,Information supersector,5641.0
2009,January,Vermont,Financial Activities supersector,12224.0
2009,January,Vermont,Finance and insurance,9149.0
2009,January,Vermont,Real estate and rental and leasing,3075.0
2009,January,Vermont,Professional and Business Services supersector,21335.0
2009,January,Vermont,Professional and technical services,13116.0
2009,January,Vermont,Management of companies and enterprises,366.0
2009,January,Vermont,Administrative and waste services,7853.0
2009,January,Vermont,Education and Health Services supersector,54751.0
2009,January,Vermont,Educational services,9126.0
2009,January,Vermont,Health care and social assistance,45625.0
2009,January,Vermont,Leisure and Hospitality supersector,34942.0
2009,January,Vermont,"Arts, entertainment, and recreation",3679.0
2009,January,Vermont,Accommodation and food services,31263.0
2009,January,Vermont,"Other services, except public administration supersector",8553.0
2009,January,Vermont,Unspecified industry supersector,
2009,January,Vermont,Federal Government,6432.0
2009,January,Vermont,State government,15893.0
2009,January,Vermont,Local government,30909.0
2010,January,Vermont,Total Covered -  all ownerships,288835.0
2010,January,Vermont,Private ownership,235401.0
2010,January,Vermont,Goods Producing domain,43913.0
2010,January,Vermont,Natural Resources and Mining supersector,2705.0
2010,January,Vermont,"Agriculture, forestry, fishing and hunting",2182.0
2010,January,Vermont,Mining,523.0
2010,January,Vermont,Construction supersector,11394.0
2010,January,Vermont,Manufacturing supersector,29814.0
2010,January,Vermont,Durable Goods manufacturing,20927.0
2010,January,Vermont,Non-Durable Goods manufacturing,8887.0
2010,January,Vermont,Service Providing domain,191488.0
2010,January,Vermont,"Trade, Transportation, and Utilities supersector",54652.0
2010,January,Vermont,Wholesale trade,9229.0
2010,January,Vermont,Retail trade,37284.0
2010,January,Vermont,Transportation and warehousing,6324.0
2010,January,Vermont,Utilities,1815.0
2010,January,Vermont,Information supersector,5424.0
2010,January,Vermont,Financial Activities supersector,11795.0
2010,January,Vermont,Finance and insurance,8941.0
2010,January,Vermont,Real estate and rental and leasing,2854.0
2010,January,Vermont,Professional and Business Services supersector,21847.0
2010,January,Vermont,Professional and technical services,13334.0
2010,January,Vermont,Management of companies and enterprises,861.0
2010,January,Vermont,Administrative and waste services,7652.0
2010,January,Vermont,Education and Health Services supersector,54986.0
2010,January,Vermont,Educational services,9086.0
2010,January,Vermont,Health care and social assistance,45900.0
2010,January,Vermont,Leisure and Hospitality supersector,34448.0
2010,January,Vermont,"Arts, entertainment, and recreation",3623.0
2010,January,Vermont,Accommodation and food services,30825.0
2010,January,Vermont,"Other services, except public administration supersector",8336.0
2010,January,Vermont,Unspecified industry supersector,
2010,January,Vermont,Federal Government,6503.0
2010,January,Vermont,State government,15442.0
2010,January,Vermont,Local government,31489.0
2011,January,Vermont,Total Covered -  all ownerships,291705.0
2011,January,Vermont,Private ownership,238746.0
2011,January,Vermont,Goods Producing domain,44379.0
2011,January,Vermont,Natural Resources and Mining supersector,2793.0
2011,January,Vermont,"Agriculture, forestry, fishing and hunting",2280.0
2011,January,Vermont,Mining,513.0
2011,January,Vermont,Construction supersector,11480.0
2011,January,Vermont,Manufacturing supersector,30106.0
2011,January,Vermont,Durable Goods manufacturing,21158.0
2011,January,Vermont,Non-Durable Goods manufacturing,8948.0
2011,January,Vermont,Service Providing domain,194367.0
2011,January,Vermont,"Trade, Transportation, and Utilities supersector",55384.0
2011,January,Vermont,Wholesale trade,9397.0
2011,January,Vermont,Retail trade,37509.0
2011,January,Vermont,Transportation and warehousing,6694.0
2011,January,Vermont,Utilities,1784.0
2011,January,Vermont,Information supersector,5197.0
2011,January,Vermont,Financial Activities supersector,11798.0
2011,January,Vermont,Finance and insurance,8887.0
2011,January,Vermont,Real estate and rental and leasing,2911.0
2011,January,Vermont,Professional and Business Services supersector,22977.0
2011,January,Vermont,Professional and technical services,13386.0
2011,January,Vermont,Management of companies and enterprises,1419.0
2011,January,Vermont,Administrative and waste services,8172.0
2011,January,Vermont,Education and Health Services supersector,55437.0
2011,January,Vermont,Educational services,9272.0
2011,January,Vermont,Health care and social assistance,46165.0
2011,January,Vermont,Leisure and Hospitality supersector,35256.0
2011,January,Vermont,"Arts, entertainment, and recreation",3558.0
2011,January,Vermont,Accommodation and food services,31698.0
2011,January,Vermont,"Other services, except public administration supersector",8318.0
2011,January,Vermont,Unspecified industry supersector,
2011,January,Vermont,Federal Government,6401.0
2011,January,Vermont,State government,15384.0
2011,January,Vermont,Local government,31174.0
2012,January,Vermont,Total Covered -  all ownerships,295554.0
2012,January,Vermont,Private ownership,242828.0
2012,January,Vermont,Goods Producing domain,46751.0
2012,January,Vermont,Natural Resources and Mining supersector,2928.0
2012,January,Vermont,"Agriculture, forestry, fishing and hunting",2381.0
2012,January,Vermont,Mining,547.0
2012,January,Vermont,Construction supersector,12500.0
2012,January,Vermont,Manufacturing supersector,31323.0
2012,January,Vermont,Durable Goods manufacturing,21407.0
2012,January,Vermont,Non-Durable Goods manufacturing,9916.0
2012,January,Vermont,Service Providing domain,196077.0
2012,January,Vermont,"Trade, Transportation, and Utilities supersector",54609.0
2012,January,Vermont,Wholesale trade,9055.0
2012,January,Vermont,Retail trade,37093.0
2012,January,Vermont,Transportation and warehousing,6642.0
2012,January,Vermont,Utilities,1819.0
2012,January,Vermont,Information supersector,4603.0
2012,January,Vermont,Financial Activities supersector,11655.0
2012,January,Vermont,Finance and insurance,8771.0
2012,January,Vermont,Real estate and rental and leasing,2884.0
2012,January,Vermont,Professional and Business Services supersector,24693.0
2012,January,Vermont,Professional and technical services,13752.0
2012,January,Vermont,Management of companies and enterprises,1950.0
2012,January,Vermont,Administrative and waste services,8991.0
2012,January,Vermont,Education and Health Services supersector,56405.0
2012,January,Vermont,Educational services,9301.0
2012,January,Vermont,Health care and social assistance,47104.0
2012,January,Vermont,Leisure and Hospitality supersector,35619.0
